Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Mean,Bwd Packet Length Mean,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Subflow Fwd Packets,Subflow Bwd Packets,Idle Mean,Active Mean,USB_Insert_Flag,External_Device_IO_Rate,SCADA_Command_Rate,Label
108665.80401725184,37,33,1684.5970672559918,1459.1936199264628,1066.9056471903987,20.274701179808158,237.91380667369302,224.3605922229582,1,2,1,0,0,0.7440357758066913,235.79992732375513,15,9,77147.39889544154,5474.131509672179,0,2.585820582739768,2.378225021733113,Benign
147489.343232237,32,33,2197.615109321857,1510.7030967452351,1812.0233344521432,22.37145203299503,236.4086445771646,215.56698526998446,0,9,0,2,0,1.0238299203817334,184.89195317954955,9,13,62972.334876248606,8103.631662914309,0,2.91621491010296,1.818845503421374,Benign
68003.72690373051,34,11,1610.8309827380488,2015.0430626885527,1625.1765345959848,22.583231746497784,241.47287427286335,195.83036521481472,2,4,0,0,0,0.9054196791817011,202.05691222093816,26,26,65369.88245162302,9875.104316792203,0,4.402065164936467,3.7099356001826376,Benign
145860.00151236402,57,10,1687.6341228933393,1160.1680288093664,1019.1556964653996,21.07378365794586,272.325568653308,224.99889066290413,1,8,1,0,0,0.859498463574177,193.71171435871472,14,14,34401.461656080755,9847.090671427912,0,2.237932941148704,3.615845717138713,Benign
431219.64868266264,408,330,17531.055198315757,17940.13567864344,15831.04510536085,209.1185805209729,629.5168791527174,439.8735339608122,14,20,9,7,2,1.5607170859952484,538.6577988515272,204,146,15853.36108532963,34512.751099047775,1,17.671093368069617,21.875469331607654,USB_Attack
131308.43357086118,22,31,1737.0197837265005,1645.32988180502,1872.5763637273478,34.526334590773025,272.9843296965407,183.3741669794001,1,10,0,2,0,1.050249946823065,203.76995943396852,34,7,67652.11475614879,6418.357131126077,0,3.121558321123842,3.1816535885020945,Benign
86190.36269397408,38,31,1284.7422488061977,580.3538612220921,996.3869837387103,15.28456976867892,284.76459038203393,199.94602618860273,0,4,1,1,0,0.4764974832671137,191.39265432582476,22,22,44828.90688083615,6806.022488536877,0,2.6143857444951863,1.1643132824279299,Benign
159858.93200548308,57,20,1781.8269381665477,1364.503382189007,1071.6199045500261,11.007532613827276,239.88247321445752,146.93921584337298,1,11,0,0,0,0.8298119104545493,203.9835260535798,18,22,58488.74450275471,12428.98884209494,0,3.4132438130285654,2.5115555084101495,Benign
554314.2277282779,421,120,15969.470937732423,10762.468220463852,15260.247041715096,181.94246635226096,557.6954946559036,547.082171573148,12,24,6,10,2,2.73152836634656,924.7295033521009,211,154,14257.154221801497,88055.30718797707,1,15.427091213578409,12.246589674683245,USB_Attack
148787.7157725022,54,6,1274.4120263664547,1760.5922565789322,2353.3322921728777,23.46385792527534,211.54243174591755,236.6935272879281,2,7,1,0,0,0.9496454530046106,170.8426044557189,11,17,51301.2259899283,7156.794887440031,0,1.3371115400718079,0.5703283853134531,Benign
74557.35672619383,30,15,1612.759055257091,1969.0602295763742,1230.9687663842008,21.894141660139713,220.22133964358468,192.28114317532217,2,3,0,2,0,0.6747238021197426,169.76923400702026,22,18,81137.98886389378,10016.175175452576,0,3.0194441005868153,2.8812404329311674,Benign
144873.63213198158,22,23,1109.1843380324613,1779.158114341273,1698.1095998341982,24.11026301013865,244.4283255701853,204.00308473504083,1,9,1,1,0,0.42644752589822355,179.05607346520483,27,5,81577.75009060571,5169.087721802151,0,0.534367660145985,3.3992105954776886,Benign
132145.65262907126,34,10,2270.6909752451725,2584.6505199525336,1604.0541630405405,26.674213606233014,242.17433374696134,193.3941279516818,0,10,1,0,0,1.2401853333591641,220.39853661302726,5,25,76911.43571267392,8670.847195461274,0,3.1138500897975665,5.8051623902688245,Benign
71841.86258602297,50,10,1753.8208965810607,1235.2921675544333,1264.1920398937825,20.807590183053073,245.22484055011856,188.4831132837241,0,7,0,1,0,0.8625835901247412,176.1338555732849,13,19,81128.52161445694,3061.218222638444,0,1.1461994549076457,2.158439662574059,Benign
119271.07848687553,56,7,1374.9001831970684,1679.1592546537454,1564.45334071395,29.047449021178423,241.93340000611494,206.96513860539787,1,10,0,2,0,1.2028099017498082,209.5738261165731,7,21,81416.23117653259,8500.763453309744,0,4.321515263783571,2.8296522960557855,Benign
717126.66789735,221,340,13694.00036720683,13348.304157464352,11799.643651363725,90.6780780840259,548.2223946749696,513.690360967771,6,10,8,11,1,1.960833657766104,520.2271764830781,231,198,31536.680976400934,60485.30960652784,1,19.955972676136362,37.90114286192988,USB_Attack
136682.25821469454,44,39,1198.1998925522735,1930.5605714616918,1356.8780839533954,22.58539057720651,247.53270344949766,192.94169190669703,1,10,1,2,0,0.741277288688628,176.75735100399407,25,6,67470.02915348232,8425.385029266814,0,4.243877341463203,2.176348229697176,Benign
438257.9602783709,123,187,11841.983369694914,19489.69044434026,9110.966467339267,53.27970320186789,441.6749601437664,511.8885880461808,12,16,5,9,2,1.5770879341162942,530.3155932720006,256,177,22262.960033602365,58830.42088600588,1,14.459298448288923,9.776149105275943,USB_Attack
128736.9425054214,24,38,1069.9332350741097,2273.4801957498203,1490.2255060534712,34.3778970789102,249.1293815227758,217.6722975754903,2,4,0,0,0,0.8075701151611101,212.08333535455918,9,21,29649.626702579695,8592.083262795873,0,2.1957521947381426,3.5497249209309576,Benign
164208.34176759288,29,14,1266.6103812213,1261.1328200691105,1859.6374026490203,23.591298427522965,285.05053157456797,207.17714360803106,1,6,0,0,0,0.8925515266995563,190.05346267925535,18,9,29522.972295584612,7898.474285258661,0,3.539100831429934,2.6905829006760142,Benign
156781.0172973204,33,26,2478.668791999903,2133.206936572643,1522.9703099118742,30.36083273389727,219.06806368156091,187.06286247845227,0,9,0,0,0,0.9901320043155206,187.5658423195655,16,23,28305.71909065043,11377.713197344914,0,2.8515608510643817,3.632263964094361,Benign
33988.351386517694,50,36,1433.440834358702,1766.912788744787,1936.203104328972,28.81259667413,272.4817981793867,201.11236236867188,1,5,1,0,0,0.677824278670825,192.81179681962243,8,5,20718.11724820351,9658.387043120825,0,2.4199587576144754,2.7934833678143414,Benign
110476.84335486955,36,17,2033.1125613257393,1485.3925189108588,1732.1309783780068,29.398510242970577,187.8946645030943,193.37824232670954,0,15,1,1,0,0.9356013166105379,144.1138706803685,25,20,36882.2627129074,4232.645701283617,0,2.0150758212928683,6.160939804875625,Benign
115060.46917368146,49,28,1381.8492900220392,1744.099052036966,1476.183477467912,24.937795771405227,218.95830831363477,234.31685511717905,1,11,0,0,0,0.9355283815159644,165.25116459055042,28,6,48439.68923667319,5835.278766705927,0,2.0265475428714383,0.10822072998690313,Benign
67437.04281819086,9,29,2179.7668728816097,1617.5689743881364,1248.8297787972726,28.105819141913397,197.55946468665496,186.76963053969712,1,7,0,1,0,1.0971906332523256,203.8754651106615,17,22,93270.72137257681,6397.471408639995,0,5.3290446798139595,2.6045468093728656,Benign
488502.29926376743,387,290,8063.244519017684,14867.72578736023,11880.177356207607,155.59483461437216,426.5431311065162,541.4421417625864,10,17,3,7,5,1.1672930848427399,541.44720274564,185,214,11189.205137190105,45797.713495650525,1,21.797359071150822,20.370813994438038,USB_Attack
157462.7331723152,34,38,1819.6139638808781,1406.908017107524,911.7958104251514,15.63057155016214,277.4166794043098,178.8437814407512,1,15,1,0,0,0.9885518792569117,167.57126363162095,9,12,26639.853689781165,7560.295138300581,0,1.0569634728152406,2.8124102180391644,Benign
474920.3012801604,389,344,11869.795098850438,15490.076511400594,18668.63119109191,190.2605934523881,537.2604872981876,435.3523661959633,4,28,4,3,5,2.052925071172661,644.5849492595069,209,96,8125.1553889549805,26749.677988642656,1,20.854159656911023,13.424902703382068,USB_Attack
428097.1359965248,467,163,14035.142463677099,17291.315519317308,12370.510536098995,209.7223835207849,587.2439438579121,412.35422801786075,6,11,2,7,2,2.1470356475515597,591.0543458095085,260,160,8370.382751281562,37291.609809780566,1,27.0649795232028,24.124481805632424,USB_Attack
92525.29568110687,32,35,2115.2126439900826,742.5847599232999,2186.168439119693,36.40371338599541,277.77193197661666,232.53518877783625,2,7,0,0,0,0.7360179145964224,210.21211747694935,34,18,42793.09764579893,6666.4689834263645,0,1.3929995104133504,3.6888561859310736,Benign
99842.6392896097,14,29,1503.5479928353634,1878.8767496396815,1711.3281293115506,28.00115543445688,218.84783997134156,244.13050673416092,1,12,0,1,0,0.28582880238228037,222.92025476746966,10,21,47051.61021229631,11616.251528423241,0,0.3970921319114131,3.324053141482665,Benign
164321.80902510104,49,18,2142.5244818252568,944.1762125210341,1154.0584079448092,19.268148879035685,224.54130641289441,208.77335000237076,0,6,1,2,0,0.8526273978954113,165.84558337189773,29,5,83475.95645540937,7616.861064145349,0,4.026793263924641,4.173867029519267,Benign
409278.3357555504,415,176,10610.745202304992,9241.243768325192,21068.717587693292,191.38392667846787,566.5931967168997,535.2158159416517,13,16,6,11,1,2.1352294467146784,631.3347515439386,146,73,7478.681139683124,42959.666344789206,1,30.124860695370703,17.353013056482016,USB_Attack
133866.37467031874,52,24,985.1819547578525,1791.6202686664649,1417.379165118171,26.064052655904796,190.51117064679005,248.72539856961274,0,12,1,0,0,0.6684962272235748,137.19476474484762,21,18,23353.07124702561,8497.446116933115,0,1.9106697554661514,3.451090295053746,Benign
63863.45651817039,12,13,1378.7589787156367,1877.72852269496,1824.7057787310996,24.455976350808665,223.85341583250963,166.3384290834649,1,14,0,2,0,0.5983878580724374,180.08155942206542,14,8,70270.38329714852,10910.00008654221,0,2.6153446420274307,2.827184378346923,Benign
540804.5969848031,370,165,16014.396959317144,14475.254263511406,8700.109986011226,196.89543752329104,433.65757846349356,459.3194129039792,5,17,2,6,1,1.7739498211149385,709.0850181728144,195,176,18475.74438062623,38944.990251721625,1,17.79688276880489,21.851031977421783,USB_Attack
530429.6260409032,296,272,3776.446946684273,7124.777191812686,17469.304002495563,207.22288778659646,629.870273990033,426.71610171254497,9,22,2,7,2,1.8685263934955674,478.389939860185,144,121,6923.078923698016,57496.76622450672,1,21.41770068147728,22.950274039274333,USB_Attack
114525.00472049214,10,36,1633.6216508350626,1706.88511475197,1427.5498202991246,13.87474601223936,249.883918424728,231.83432374174313,2,12,1,0,0,0.9190855774635706,201.79410819646125,11,23,56605.32950030904,8061.687335227482,0,2.5251180805009517,1.932942509633706,Benign
531602.622315565,145,188,16219.924630902991,13424.484768160497,10095.468305484927,209.9325813309615,468.3018215147141,476.34843702515695,13,26,4,6,2,1.359912250743391,438.9334475469234,257,137,26905.757883530638,36696.44346701469,1,18.788677021632626,35.03455980505061,USB_Attack
77705.41713156569,29,11,2501.978026775006,2104.8337309530953,861.0967909177356,22.01112764086407,214.26819319539666,146.60472978557908,1,11,0,0,0,0.5492920036389595,171.92490298042492,22,10,77304.14115637186,10330.212363290939,0,1.5472916693299603,1.8004488567674695,Benign
155475.9222525797,56,39,1088.6957007616904,1130.186895038429,2141.67284805844,29.48394164078686,227.7579282518287,167.0782195731452,1,15,0,0,0,1.1259111041194485,164.95585664476548,17,10,23212.47546286464,6871.071271920908,0,4.056373934306248,3.5628300247399727,Benign
110280.45673510709,52,25,1699.8935951887504,577.9314914144114,1055.0066207105158,22.10104772349137,281.34169735888,147.8506396842671,1,13,1,1,0,0.8620783712941604,168.5427463570569,32,21,67426.89227106048,6335.122855438756,0,2.165495428254303,2.3305750898706035,Benign
113877.91454854696,54,15,2322.915295880349,1864.6467075458345,1817.492931891911,34.8925129072418,239.37590013027554,208.16474089476296,1,4,1,1,0,0.8995132729852953,179.59153141928545,10,24,51956.39963529029,9067.643257443226,0,3.2373657331922394,5.121338997556418,Benign
391628.1138644277,469,167,11626.210281430278,12702.18064330581,11789.477272264552,96.53634381639029,300.9073381799997,496.4879976893034,11,23,7,3,5,1.9850339564043027,466.06778869442644,127,204,13375.625288915067,30658.563762744947,1,14.4109454614218,15.394821349688783,USB_Attack
102580.45791763246,38,19,1310.3029165486155,708.6567310863009,1453.6688398532397,35.85756851401583,276.03018036881144,149.29151263988643,2,6,0,2,0,0.8991192664667959,205.28826250785397,19,23,45770.901564073036,11330.247972832512,0,0.3945433903272284,2.6124159180049116,Benign
140840.11834885227,44,18,1125.6621718130211,1428.6694242450867,1403.5592376119407,34.215227514114446,209.8706347050641,198.74380039684485,1,8,0,1,0,0.8248658038015532,173.9679240904609,14,19,63890.086569609135,9214.928740658373,0,3.396212839823882,1.7263492548600794,Benign
127677.2055031267,58,34,1685.000401986109,2053.7510891692655,1602.2418340205973,33.41029492139573,183.35797815567543,200.5133608534114,1,6,0,2,0,0.7762935697774075,238.06378433388932,5,16,52102.78725789705,5977.278495747984,0,3.7886182981599763,2.8450105487645025,Benign
307599.1351977905,511,291,10745.015198081172,14277.17783376701,11495.495444168468,184.92463294644213,545.498946032078,483.04849578743773,3,20,4,5,3,1.409674449213984,290.3378250827774,125,91,11389.39009330023,41642.52864868728,1,12.356778411519596,17.8652445295156,USB_Attack
119736.15931543286,58,23,1902.615545851489,2551.1981792762704,1923.3446047292273,25.137125343785613,224.7782623916451,178.5889647958843,2,3,1,1,0,0.7263025737336507,197.086038603522,11,16,54474.78405557409,6508.661135449983,0,0.21930788204924845,2.9357614059953594,Benign
356156.10015841667,216,341,9008.80803427778,6200.524006389173,13729.373883045351,224.60357789999114,547.8488093990969,478.91987865604017,13,21,6,11,1,2.2330413264754276,500.5666991702654,141,149,10034.494140105053,27160.11309552567,1,11.569861975085374,24.98610754406013,USB_Attack
422910.2105827009,399,189,23431.391586424597,6661.019386378934,14664.37061221401,118.97987627584793,592.5424756720998,561.7952275970758,6,21,9,10,3,1.4655821828389677,486.1399676627264,292,70,10951.594214583027,49697.0168028582,1,16.90334059973851,21.174972471764736,USB_Attack
447201.44237421826,253,277,23399.384266945453,10911.406716583515,15465.564200368619,1.0,637.3785819801434,396.33153002488837,12,8,2,8,5,1.9384962595245814,393.46986174908625,105,222,12982.619356170624,49291.1170262247,1,21.498529967211073,20.485318529646577,USB_Attack
72962.08750708505,48,31,1894.9181971762384,1518.7246569132064,1537.189017128991,13.896901559075028,181.607352529835,235.37860936208335,1,6,0,2,0,0.8607204402425339,204.75144472507156,24,25,68860.48730755041,4605.318609365953,0,0.7839907972590765,2.718444275247321,Benign
157828.11970688953,14,25,2520.5383891200086,1439.8134802085954,1930.9761449011696,40.35031944486454,222.23089439048323,264.3963437697072,1,9,0,0,0,0.8375767945703202,183.96986897825215,26,24,110302.29439346839,5183.988638008311,0,2.629037258142324,1.0756755900010362,Benign
161037.22352162912,10,35,1581.102250814067,829.7277439510108,1671.487869162459,18.66900477947667,197.3226885187602,190.60104542054594,2,5,0,1,0,0.7727994731204492,178.20611467909768,11,16,68576.7994573553,7510.077658134071,0,1.9608382773897377,1.4949345064515058,Benign
