Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Mean,Bwd Packet Length Mean,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Subflow Fwd Packets,Subflow Bwd Packets,Idle Mean,Active Mean,USB_Insert_Flag,External_Device_IO_Rate,SCADA_Command_Rate
652797.3964164255,433,308,15408.20210146041,14708.616444468735,15486.869785573248,178.2441475565284,483.0741497998761,547.5555833261941,11,27,3,9,5,2.3124801030679643,628.7118248851139,255,231,10692.50191190048,60600.65366750609,1,18.250205987601806,28.876417873690762
441262.23457468726,388,168,15159.211313123804,9906.816294674602,11799.612717660184,163.10830511002987,585.2298286556564,567.6534917692703,15,33,9,5,5,1.3334925143836034,741.1692380418706,273,195,16542.163115865358,49023.62215419993,1,9.80795686560609,22.164777205314067
614349.3227340004,160,151,5261.805009164171,11450.097432666405,16901.22458516519,193.40936468831208,498.50470855992,522.1576118351633,10,13,7,8,3,1.8270152463486684,639.2374851498599,274,205,13078.392864368281,56850.97063804877,1,19.283916147002756,31.597435033096566
517278.9885895844,282,266,19040.973767294072,16689.571352411956,13624.946450779402,140.40934954331408,393.48050368052213,443.9215199186261,9,10,6,9,3,1.7549645117657364,437.9071763850825,250,238,13000.467174255467,51761.731161461685,1,16.092090278524914,28.530020955757323
519133.0215093511,288,192,16848.39970291555,14467.943545606988,18187.212442385666,233.37939261942864,640.9349825162526,588.2212975248888,11,28,10,5,4,1.6215022932365672,630.5870016412857,298,128,10801.400305779865,69507.20215705212,1,21.27279568174032,20.123499066868852
409899.9990755806,192,143,15108.691532941291,15706.880910730251,15490.50492816304,203.69023465989233,621.6896530296249,448.6325063115823,4,22,10,6,1,2.4143900855448313,663.4686819087211,155,164,3770.3112659689723,57514.909205238444,1,18.110114081551487,24.20607723047908
472592.5425276132,480,169,17571.671783897214,13032.267291664737,14177.552938015175,178.03585883040225,556.2163267394814,453.83892738940926,4,12,4,5,5,1.5114706026304214,504.30699501669636,120,141,12661.990384146859,55891.14143872012,1,18.48965997551578,18.521078786147072
565288.9020004002,217,181,15634.012929105007,16474.768433277444,10090.690695997535,190.33110661330724,564.0747581687767,426.6802751192807,12,22,10,5,1,1.615601510405626,526.168425448076,176,110,6421.623457824136,55455.39799657169,1,19.20875363834381,28.283056601341343
437096.0952306425,264,193,12198.123922619998,14108.767855435843,9703.99561231654,172.9058346735101,540.284707063329,474.0415900349393,9,11,5,12,6,2.3967492309949647,658.0866045714766,136,171,9783.448947358993,76007.75443594839,1,16.554178530885785,29.94390961917781
456956.3504913175,450,259,16769.235177026687,11577.033293712633,17882.426378473854,116.05863632392234,461.9052849282663,484.8755885790895,12,35,5,11,1,1.922114879405321,571.9630292086213,133,184,8343.117419021743,50470.41141627116,1,16.733780417291,28.272910222467235
476810.45759203745,389,377,14832.565475617681,15510.942908806908,15857.64277255334,145.3729363651788,684.0705723173795,534.9319757883716,9,33,10,5,1,1.9008573111394933,692.0540872152148,100,128,9055.658310351713,52966.896289385324,1,16.735526488575974,30.29896519843813
230381.13314438734,405,411,18093.694816689393,10487.314018108724,12601.768086264688,177.79708387334398,550.4420064307177,395.00349050860535,14,22,9,9,2,1.7749034408497888,592.2264896936917,220,214,9355.123962133908,52257.61418528346,1,18.4993239245098,27.800852659664237
547903.4218153884,549,279,14519.02692449771,17985.006493366323,12232.943119822583,170.88774316934666,594.3559371935734,470.8692547633377,7,32,9,4,2,1.9493888677940479,331.8007646763069,287,134,14830.558547571512,27408.12795708288,1,16.77218859628179,31.572687754740222
574142.270372977,347,170,13859.682561748594,16325.19140797302,14021.275653084165,210.90339351693473,512.6119140936967,441.9502020887589,8,34,5,11,1,1.8298348680322831,578.3434329765287,108,235,14097.184281232434,52116.1615897105,1,20.801839020074826,26.23257307969433
550990.1398133019,436,154,13595.306572918324,12292.609623864328,9633.471947473521,207.4145832064367,602.0730416315873,546.3432793562446,7,10,7,10,6,1.7443075976549753,528.2467801092198,248,212,13032.588730607964,63195.28850953668,1,11.921010815281587,31.210823439741752
600140.931139791,440,244,12406.044257061081,12626.589242924843,12090.499744785038,162.60623064940143,668.7902428894382,535.7157358486282,5,25,10,11,5,1.5576030009721273,639.8067147635006,306,148,18305.364854378153,57177.378969652316,1,13.003415430196227,19.284758578448347
482257.47822696634,200,312,13671.047735057891,13610.323977062217,15115.106603999211,146.72057418358045,575.8292977694887,422.4924595826956,5,15,2,6,2,1.9612701172458546,618.6668818668519,205,212,27180.749419037173,69132.80342616048,1,26.554324815656773,18.61648142504778
673950.9396240361,383,264,17011.653864378415,12664.127138199492,15489.657831363598,215.19302405592373,594.2536398244464,551.8405755574279,5,18,10,7,3,1.7828264657992974,468.45999712874766,137,131,14935.747312945075,60426.74317946438,1,17.263427387972552,27.51968906031148
448192.9429007872,403,133,12876.100573038524,17288.898166505624,12369.34647241811,192.5716783056401,643.4102919038872,505.549762356501,5,27,10,11,2,1.8186445996537681,593.9747238612466,251,187,16858.69990104213,57024.46101365116,1,14.941200984906683,31.106775646031625
500919.66617339605,207,325,11386.010041920308,11529.831307793977,17880.695189135127,160.1363337878017,627.1978972076698,577.4200876880793,8,14,5,9,4,2.1347059738161938,631.1277431424467,141,203,13845.612656374866,61666.11384218501,1,18.89801661044098,25.339392500731492
492525.92703361297,201,192,18262.884194308208,8542.130268185418,16325.959160600709,139.32120647528365,659.1936061096211,455.0785956288535,9,34,2,9,3,1.8083994076336627,621.0236355813913,121,116,15610.100839088063,55377.10912664379,1,22.068392319787332,30.828666030125994
535834.9939656646,265,262,15016.432681035016,12398.181362204403,11247.459471262879,157.96660552922532,590.4825255679256,560.1877944146333,13,23,5,12,3,1.9192277972934078,679.6598620509411,206,124,4703.138891993449,47632.462104822764,1,21.56408161872067,28.85926276009062
499636.3494110771,344,373,18188.03837961009,15532.879307193847,9827.722098083153,200.67808004063383,590.4308809623157,583.5237249486637,13,33,2,11,3,2.4186345776417486,459.72931781049044,93,102,1.0,49457.67810870784,1,16.007204741209712,14.706943955110667
511250.5733933045,347,332,14728.99742700657,16345.480893266013,15064.790578903503,252.47224127814053,582.7400241762241,515.8583531030154,10,10,8,7,2,2.0574185389949293,555.021291904253,166,123,2352.706039813638,22403.54635782663,1,16.949313859788457,40.94024986513068
462329.83469556674,249,263,13498.853508947503,13552.81719493596,12139.801820440063,176.52359671714692,642.1515580194131,688.3164707602958,11,31,5,4,4,1.7988677841191905,327.1188357583942,278,205,9501.973954573688,70140.78499582958,1,17.66506049086102,19.44794096340061
482728.13638864376,330,375,9398.707601285583,11235.085421293075,11607.888772595192,151.6802040010614,518.9837821567392,551.7755586283954,6,19,5,6,1,1.6427968465591438,701.9984318673125,129,112,19060.961848239822,48620.66289877117,1,20.2455214961494,21.331608521682206
330086.5860349396,279,156,11545.24386063649,13063.333870533168,14024.093918742816,271.28825595661294,610.4023231828353,659.8383793787339,7,29,7,10,4,1.912865210047252,585.6249002325102,213,239,13725.722756373953,38478.528307557775,1,19.181914469854178,33.89740820730713
588206.8856027357,573,183,12445.771546757465,11169.003974669013,15414.268811823667,170.12434396660146,778.2565065235287,724.3572011998411,6,24,7,5,4,2.1705598810408007,562.7038722124198,326,146,10624.834013444206,46604.15811522861,1,15.331954588083502,27.118478894282806
433131.46473455505,454,178,16483.30661252285,6053.652952593819,15617.390629925347,153.2356284365806,594.1006070592804,367.804210444056,9,25,3,6,1,1.7847706471321643,560.9137626437757,142,134,15233.317423313089,72085.81501822603,1,16.96193015581559,22.393155730424443
478294.12392789137,592,365,15118.53940118194,10558.64685362783,13554.514581676574,168.70769207244095,446.27011138235514,607.8905562972661,8,25,5,12,6,1.9378733124334258,627.8269544120435,157,159,14194.96702170802,51862.1432127124,1,17.938794787830776,24.182367692332505
429920.6100786263,451,366,11910.734674351805,14782.2186065925,6977.0530029221,166.71544731521777,532.4352027407018,553.8889146246723,6,23,2,7,6,1.7776366059056616,689.474230044155,258,194,5995.261130558835,54083.5421577399,1,24.928178207387152,21.71731569515598
568422.9489623342,396,176,5767.388182293433,12360.948493321499,16072.377358778742,235.8220462415223,618.9751713467239,530.6893719586711,9,21,6,6,5,1.8358340483205438,542.9698587138186,267,210,14750.681442351179,76034.31765240828,1,18.29055773569187,22.19821529313746
473813.54800136667,375,153,17119.13006544003,12243.496286068204,11142.983425846356,118.05069041143888,496.2936596014232,453.82693116547176,5,36,4,8,6,1.5923351902789373,620.0454294333559,206,201,16495.182895240305,61025.185870579866,1,32.23483493655421,31.735803700645857
312325.6678717465,267,357,18570.84900060249,16631.183301678393,14263.45997051611,208.78049451881338,467.09976071778794,434.2389767231824,14,36,5,12,6,2.0089096059826783,618.7647474867638,264,99,22583.901587525994,47541.828489981766,1,17.92313237997097,24.01126319335932
543863.9874957165,225,238,18876.394411783873,10211.668919270876,13057.955159998164,184.56169514359496,428.9697181439342,420.48331545095704,13,25,3,5,5,1.9734325215676685,333.16838825442335,241,237,12118.205255379578,30601.992380165444,1,12.26741586332864,20.589367160898178
456484.54583885183,523,300,12123.20166002388,10514.73961433886,19683.35651189006,162.73223003602095,540.2128156275654,698.9803499730274,15,14,9,9,3,2.3459305051843193,497.1190912069626,148,156,20630.09164789616,58668.18999436398,1,20.404869512908544,22.439939325940504
518013.5987832464,327,155,19093.873549702646,14225.913060913043,19162.107841516972,171.56327212432853,713.1123942286458,551.4275258260917,7,11,4,11,2,1.9621351121240647,622.9046063224181,287,234,10557.00022764887,42861.28365238774,1,23.18879553354489,26.067931379201976
590735.731895489,227,277,17481.048048146113,10993.284227790478,12113.475887632656,174.97278592007024,509.5368517691896,394.4698914288948,11,36,7,9,6,1.7321507719437388,710.7236234645061,156,198,23667.021245175387,58918.99218404236,1,20.900371120464555,22.505483556254745
436057.94807643245,340,315,17464.264462300016,10977.827295797711,9635.014251255976,188.52317094208217,643.2040469190562,420.52773978247683,13,14,7,11,3,2.338318692710004,724.4980219344993,252,92,9644.042937399989,50421.452667056634,1,19.786731311148504,25.15207334501283
515675.26299343206,376,243,13367.147870347593,18002.63108495115,9854.018861850696,166.9469438568571,533.490427437514,337.86495029551986,8,28,8,7,5,2.0336714680159833,440.2863890064425,218,178,15584.75560040618,55905.214789243575,1,17.481242392823766,29.088715171008747
454408.76107242977,462,360,15035.413128565984,9876.669308754157,14160.38458729856,182.37966356347692,523.2091077940505,611.2401389793599,15,29,2,11,6,1.9845814917464235,684.9355876436684,218,229,13875.847013157472,61750.213518870674,1,17.85981648047708,24.11508851499497
603867.2245398533,617,269,21910.311394271546,10929.252794471531,11888.703470512222,153.90624112430967,609.1104938682685,513.8493330301974,6,32,9,7,6,1.927571682597314,688.6471439862345,296,221,19650.950782121534,30248.909859347496,1,9.69022049627549,21.841667306162087
526711.3529317806,607,267,21370.723115335284,14560.564355634915,10288.850846399437,272.27694326787497,414.29842678076625,553.2801915308951,6,18,7,4,5,1.9738076989236233,620.4005163811695,307,210,19003.105452741966,52544.686461014935,1,22.43620972165426,22.819146171055348
518037.4352179345,559,167,15331.013947708107,13048.39804296866,11933.71619743801,225.37075277709158,718.5899512797877,510.206723964951,10,27,9,6,2,1.6890902359521347,352.8175660642544,267,240,7496.245026805272,50781.73171708362,1,17.483384926834535,35.352816523367075
414522.8267508364,537,310,16170.932429424669,8942.258234896732,14663.333997024969,204.5424635515956,611.0451388318779,590.5632464014014,8,22,8,5,1,1.9071640851488674,515.9157485124347,233,181,10886.04562088168,54455.107113145015,1,23.585514108687978,40.04965959213263
583766.636622489,586,254,7817.527747817462,18730.45316189505,13180.86083053099,167.2473032417641,659.8844529531303,476.26789684739947,11,15,6,10,5,1.8686483664834284,586.9144393686241,162,118,22706.38536137552,57052.70013379791,1,16.869560530727835,27.27667890279992
594552.5768749875,483,304,19713.85680171203,10737.771382095849,12049.312076148311,217.85856992922547,535.501585469636,535.1127229661239,14,29,8,7,1,2.0299309911180705,549.0480627593356,263,80,12975.635343365962,52824.00805702402,1,18.786057588795792,31.349378885506916
454877.71666948666,186,290,18109.704882962553,12438.860071556224,12400.727553228244,196.97147285498139,607.1567901115309,533.2942346519831,7,30,4,10,4,2.242673769161857,336.4542722567048,100,243,16406.87748079665,43225.77209962201,1,23.99676232070604,21.36060210949743
533080.0595425206,254,211,16707.74953380326,14554.151620204004,12946.59532279552,189.76206616214566,648.6164993528736,411.3747214509169,12,23,5,10,2,2.2005462407251026,546.2587154424922,114,196,7362.327139693209,37447.15782221705,1,24.343608242539613,23.45903376221115
569979.9867938098,361,215,13391.6328202484,19903.326763690624,14023.358199615555,163.6790995866057,551.382628061492,448.54182139163794,7,32,5,8,3,2.0732057371838115,472.62669534569557,235,239,11319.693125667814,31947.53225998955,1,22.364893650531144,29.69969977538454
708527.6736863706,516,192,15732.457645115834,11929.80385800538,14187.594397819128,195.98321874399062,477.0456752668457,484.25333796580185,4,26,5,12,6,1.4474805660680778,639.9913243993252,155,222,9098.27179581387,52436.08481283213,1,11.515438449515418,12.818184424255582
553245.9772607014,509,216,20630.13742871463,10349.824978584322,8784.491231800126,252.34242729986477,470.4031337649468,537.2849499804868,13,30,6,8,3,1.8083087723408375,627.7922589932593,204,145,16944.764480758375,57320.56510851225,1,13.891849434831768,31.635737837573522
519965.16380435694,561,368,16766.83327690354,14742.934836691817,13866.754195527199,188.2269239360571,519.8323747260862,628.0159849366181,10,30,8,10,1,1.4198971425363371,632.538848159734,316,110,16040.497739895834,46895.81149890185,1,21.804508272482803,23.61254245979629
506769.3381741298,214,204,24710.83688513779,19673.235504710225,12386.247724769715,174.4527101713235,581.5634240266313,519.8376761951905,11,33,4,9,3,2.2330678409572964,534.3687916471862,172,226,18373.311093349617,60968.890932252136,1,16.206302920350936,20.53274047714922
511823.5652606393,426,130,18340.167996876793,13621.466433020558,10561.373589749513,188.96937963036876,544.5314114214376,502.54422366518173,8,27,4,10,1,1.8963487960069025,577.2311060280149,191,233,7290.661813588979,49626.2894308025,1,19.29500749660015,29.3290368819092
585220.3532650709,509,359,12284.291249662609,12315.043848771966,12356.407240601937,186.75152354125467,513.5056612536789,536.347906295234,9,11,9,8,6,1.888862566874765,565.7699053282689,245,172,15133.6110627169,49972.43473924917,1,19.8297119325837,35.65462277616916
445027.033796742,329,161,14062.194148578312,14413.026254625016,16637.18175566841,163.11479326993734,624.4123251492495,496.64941886702303,13,35,9,7,1,1.7380846448772618,675.499430653664,266,124,12596.882913466396,33741.265188146055,1,20.024695102809506,25.121906923010858
599278.174647861,304,216,13015.669689668492,6766.346840189834,15664.145760868447,155.35161083654296,516.1989332075698,508.07021705044644,10,35,4,11,6,2.284018606760023,516.3339503246206,318,225,765.5008976078989,45679.60158115702,1,14.777050586159163,28.75283390059613
388993.8827315832,457,156,18501.966055688616,11293.438565166049,13672.179878405812,216.73048762590884,503.2277975731639,638.8522317946952,5,29,2,12,2,1.9585654766876706,491.7087013493174,166,231,14723.338680289453,62048.139024851494,1,23.09142719145214,29.722090788952197
576638.637285667,565,281,19537.429254451927,7541.538306217836,10888.12509268279,233.2137123140961,649.2410460117212,491.03950154594594,10,35,5,4,4,1.8980886384965527,680.7685377845373,306,214,18701.645560335717,67770.59195988558,1,16.90219434485651,28.440021442325214
600308.485624653,358,177,21507.006034587772,12083.978236221734,9593.040009378365,275.6333209380458,612.3031744758158,532.2650133703883,5,15,3,12,6,1.965190404574546,665.2949954500664,142,174,20039.572864614995,48716.340355337255,1,21.359449253529597,21.019830777523808
588524.9182202611,340,410,14336.703439169474,11609.745080531027,10762.916101186622,203.3304651686601,443.62240522088257,455.1787190950337,6,34,7,12,2,1.9866816840191872,626.2527065737252,249,253,12330.327791015414,61405.620974614205,1,18.171293461604566,28.34112376741867
542982.9016961802,176,231,17138.030133965054,5023.653634477592,13434.186743917737,189.66836014179887,433.5700989820961,617.1715937937721,15,13,8,9,6,1.892403358724054,748.7282673142997,109,250,16481.85568917889,67973.21557003466,1,26.683418653649316,28.104986294184044
